knm_05927_01699170109	ಬಾಗಿಲಿಗೆ ಬಂದ ಜ್ಯೋತಿಯನ್ನು ಸ್ವಾಗತಿಸಿ
knm_07524_01916694877	ಜವಾರಿ ಎಂದು ಗುರುತಿಸಲ್ಪಡುವ ವಿಶೇಷ ರುಚಿಯ ಕಾಯಿಪಲ್ಯ
knm_02533_01186523817	ರಾಂಪ್‌ನಲ್ಲಿ ಹೋಗಿ
knm_00811_01146126026	ಒಂದು ಹುಡುಕಾಟ ಯಂತ್ರದ ಉಪಯುಕ್ತತೆಯು ಅದು ಮರಳಿ ನೀಡುವ ಫಲಿತಾಂಶ ಗುಚ್ಛ ವನ್ನು ಅವಲಂಬಿಸಿರುತ್ತದೆ
knm_01114_01282646795	ಒಂದು ವಿಶಿಷ್ಟವಾದ ಎಲೆಕ್ಟ್ರೊಸ್ಪಿನ್ನಿಂಗ್ ರಚನೆ
knm_09140_01945389568	ಇವುಗಳಲ್ಲಿ ಬಹು ಸಣ್ಣವೂ ಸೇರಿವೆ.
knm_07918_01536521142	ಕೆನಡಾ ನಡುವಿನ ಮೇರಿ ಟೈಮ್ ಗಡಿ ಮೈನೆ ಕೊಲ್ಲಿಯ ಪ್ರದೇಶದ ಬಗ್ಗೆ ವಿಭಜನೆಯ ದೂರು.
knm_02894_00204653969	ಸಾಮಾನ್ಯವಾಗಿ ಶೇಖಡ 80 ಉಣ್ಣೆ ಮತ್ತು ಶೇಖಡ 20 ಹತ್ತಿಯ ಮಿಶ್ರಣದಿಂದ ಕೂಡಿರುತ್ತದೆ.
knm_04689_00031748206	ಆದರೂ ಇಟಲಿ ಯಲ್ಲಿರುವ ಅದರ ಸದಸ್ಯತ್ವದ ಮೂಲಕ ಕಾರ್ಯಯೋಜನೆಯಲ್ಲಿ ಪಾಲ್ಗೊಳ್ಳುತ್ತದೆ.
knm_02894_00303499198	ಈ ನಿಕಾಯದಲ್ಲಿರುವ 2 ಪಾದಗಳು
knm_06230_00166508450	ಸರಣಿಗಳನ್ನು ಸರಿಮಾಡಲು ಸ್ಕಾಟ್ ಪ್ಯಾರಜಿನ್ಸ್ಕಿಯವರು ತುರ್ತುಪರಿಸ್ಥಿತಿ ಯನ್ನು ಕಾರ್ಯರೂಪಕ್ಕೆ ತಂದರು.
knm_01114_01909607508	ಕಂಪ್ಯೂಟರ್ ಗಳಲ್ಲಿ ಬಳಕೆದಾರನಿಗೆ ಅಗತ್ಯವಿರುವ ಅಪ್ಲಿಕೇಶನ್ ಗಳನ್ನು ಅನ್ವಯಿಕೆ ಸಂಸ್ಥಾಪಿಸುವುದು
knm_05927_00694113801	ಈ ಶಕ್ತಿ ಉಪಯುಕ್ತ ಯಾಂತ್ರಿಕ ಶಕ್ತಿ ರಾಸಾಯನಿಕ ಶಕ್ತಿಯು ಪರಿವರ್ತಿಸುತ್ತದೆ
knm_04992_02009753979	ಈ ವಿಷಯಗಳನ್ನು ಪರಿಶೀಲಿಸಿ ಮಂಡಲಿ ತನಗೆ ಸೂಕ್ತ ತೋರಿದ ಹಲವಾರು ರೀತಿಯಲ್ಲಿ ತನ್ನ ಬಂಡವಾಳವನ್ನು ವಿನಿಯೋಗಿಸುವ ಪರಮಾಧಿಕಾರವನ್ನು ಹೊಂದಿದೆ.
knm_00574_01088917735	ನಿರ್ಗಮಿಸಿ
knm_09877_01776356907	ಹಾಗೂ ಯಾರ ನಾಯಕತ್ವದ ಅಗತ್ಯವೂ ಅದಕ್ಕೆ ಬೇಡ.
knm_04705_01145067926	ಇಲ್ಲಿರುವ ಕಾಲೇಜು ಬಹಳ ದೊಡ್ಡದಾಗಿದೆ.
knm_05066_00022353353	ಬೊಮ್ಮು ಶಿವು ಗೌಡ ಎಂಬುವವರು ಪಾರ್ಶವಾಯು ವ್ಯಾಧಿಗೆ ಉತ್ತಮ ಔಷಧಿಯನ್ನು ಕೊಡುತ್ತಾರೆ
knm_02894_01764976034	ಆದರೂ ಇದು ನಾಲ್ಕು ಪ್ರತ್ಯೇಕ ಪರಿಣಾಮಗಳಿಂದ ಅಡಚಣೆಗೆ ಒಳಗಾಗುತ್ತದೆ
knm_05066_01199176100	ಸಂಪುಟದ ಕೊರೆಯುವ ತಳಭಾಗಕ್ಕೆ ಸುಮಾರು ಇಪ್ಪತ್ತಮೂರು ಮೀಟರ್ ಎತ್ತರದಲ್ಲಿ ಒಂದು ವಾಯುಬಂಧಿತ ಪ್ರಧಾನ ಶಿರ ಇರುತ್ತದೆ
knm_07221_00662225501	ಗಂತಿ ಬೆಳೆದಿರುವ ಅಂಡಾಶಯವನ್ನು ತೆಗೆದು ಹಾಕುವುದು ಕೂಡ ಇದರಲ್ಲಿ ಸೇರಿದೆ.
knm_00180_00042410675	ಸೈನ್ಯಬಲದ ಪ್ರಯೋಗದ ಕುರಿತು ನ್ಯಾಯಾಲಯವು ತನ್ನ ಕಾರ್ಯಕ್ಷೇತ್ರವನ್ನು ಪರಿಗಣಿಸಿ ಪ್ರಕರಣಗಳ ಕೈಗೆತ್ತಿಕೊಳ್ಳುತ್ತದೆ.
knm_02894_00887091854	ದರ ಪ್ರಮಾಣಕ ಸಂವೇದಕಗಳ ಮೂಲಕ ಸ್ಥಾನಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಮಾಹಿತಿಯನ್ನು ಪರಿಷ್ಕರಣಗಳ ನಡುವೆ ಪ್ರಸಾರಮಾಡಲಾಗುತ್ತದೆ.
knm_01114_01454056466	ಉತ್ಪಾದನೀಯ ಅಂಶಗಳನ್ನು ಆಮದುಮಾಡಿಕೊಳ್ಳುವುದರ ಬದಲು ವಿನಿಮಯ ಮಾಡಿಕೊಳ್ಳಬಹುದು
knm_08025_00469382632	ಸಾರ್ವಜನಿಕ ಭವಿಷ್ಯ ನಿಧಿ.
knm_02533_00343240786	ಡೇಟಾ ಸಂಪರ್ಕ ಕಳೆದುಹೋಗಿದೆ
knm_01114_00189486482	ಸ್ವಯಂಚಾಲಿತ ಯಂತ್ರಗಳು ವಿಂಗಡಿಸುವಿಕೆಯನ್ನು ಸುಲಭವಾಗಿ ಕೈಗೊಳ್ಳುವುದಕ್ಕೆ ನೆರವಾಗಲು ಟಪಾಲು ತುಣುಕಿನ ಮೇಲೆ ಇದನ್ನು ಮುದ್ರಿಸಲಾಗಿರುತ್ತದೆ
knm_08025_01902379898	ಮೇ ಒಂದನೆಯ ತಾರೀಖನ್ನು ಅಂತಾರಾಷ್ಟ್ರೀಯ ಕೂಲಿಗಾರರ ದಿನವೆಂದು ಘೋಷಿಸಿದುದು ಇದರ ಮುಖ್ಯಸಾಧನೆ.
knm_04526_00051126168	ಆಮೇಲೆ ಅದನ್ನು ಹಿಂಡಿದಾಗ ಸಸ್ಯದಲ್ಲಿ ನೈಟ್ರೇಟ್ ಇದ್ದಲ್ಲಿ ಪುಡಿ ನಸುಗೆಂಪು ಬಣ್ಣಕ್ಕೆ ತಿರುಗುತ್ತದೆ
knm_02894_00281571399	ಯುವರಾಜ್ ಪೋಷಕರು ಯೋಗರಾಜ್ ಸಿಂಗ್ ಮತ್ತು ಶಬ್ನಮ್ ಸಿಂಗ್ ಜನಿಸಿದರು.
knm_07524_00024631834	ವಿಮಾ ಯೋಜನೆ, ತೊಂದರೆಗೊಳಗಾಗಿರುವ ಸ್ವತ್ತುಗಳನ್ನು ವಿಮೆಗೆ ಒಳಪಡಿಸಲು ಕಾರ್ಯಸೂಚಿಯೊಂದನ್ನು ನಾವು ಹುಟ್ಟುಹಾಕುತ್ತಿದ್ದೇವೆ.
knm_07221_01321498485	ಚರಕ ಕಾನಿಷ್ಕನ ಕಾಲದಲ್ಲಿದ್ದುದಕ್ಕೆ ಕೆಲವು ನಿದರ್ಶನಗಳಿವೆ.
knm_09877_01688484967	ಜರಾಯುಜಗಳಲ್ಲಿ ಬೆಳೆಯುವ ಭ್ರೂಣ ತನಗೆ ಬೇಕಾದ ಆಹಾರ ಮತ್ತು ಆಮ್ಲಜನಕವನ್ನು ತಾಯಿಯ ರಕ್ತದಿಂದ ಪಡೆಯುತ್ತದೆ
knm_00271_01980536954	ಯಕೃತ್ ಮತ್ತು ಪ್ಲೀಹಗಳನ್ನು ಪ್ರವೇಶಿಸಿ ರಸ ಕೆಂಪಾಗುತ್ತದೆ
knm_01114_00549528375	ಅಂತಸ್ಥ ಶಕ್ತಿಯು ತನ್ನ ವ್ಯವಸ್ಥೆಯ ಸಂಬಂಧಿತ ಅಂಗಗಳ ಸ್ಥಿತಿಯ ಮೇಲೆ ಅವಲಂಬಿತವಾಗಿರುತ್ತದೆ
knm_02533_00521231865	ನಿಮ್ಮ ಗಮ್ಯಸ್ಥಾನ ಬಲಭಾಗದಲ್ಲಿರುತ್ತದೆ.
knm_09140_00516998108	ದೂರವಾಣಿ ಸಂಖ್ಯೆಯು ದೂರವಾಣಿ ಕಂಪೆನಿಯ ವಿನಿಮಯ ಕೇಂದ್ರದ ಒಂದು ಘಟಕಕ್ಕೆ ಸಂಪರ್ಕಿತವಾಗಿರುವ ಜೋಡಿತಂತಿಗಳನ್ನು ಪ್ರತಿನಿಧಿಸುತ್ತದೆ.
knm_00180_00221372875	ಅಲ್ಲದೇ ಸಾವಿರದೊಂಬೈನೂರ ತೊಂಬತ್ತಾರರ ದೆಹಲಿ ಕಿರಿಯರ ಏಷ್ಯನ್ ಚಾಂಪಿಯನ್‌ಶಿಪ್‌‌ನಲ್ಲಿ ಲಾಂಗ್ ಜಂಪ್ ಪದಕ ಗೆದ್ದರು
knm_09140_01080725867	ಪುರುಷರು ದೋತ್ರ ಉಡುತ್ತಾರೆ
knm_02894_00996763813	ದೇವಾಲಯದ ಪಕ್ಕದಲ್ಲಿಯೇ ಕುದುರೆಬಾವಿ ಇದೆ.
knm_07524_00711249174	ಸಂಗ್ರಹರೂಪವಾದ ನಿರೂಪಣೆ ಅಂಗುತ್ತರನಿಕಾಯದ ವೈಶಿಷ್ಟ್ಯ
knm_07524_01590831144	ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣ ಎಂಬುದು ಅಂತರರಾಷ್ಟ್ರೀಯವಾಗಿ ಅಭಿವೃದ್ಧಿಪಡಿಸಲಾದ ಸಂಶೋಧನಾ ಸೌಲಭ್ಯವಾಗಿದೆ
knm_09140_00158850378	ಇಂಗ್ಲೀಷ್ ಅಥವಾ ಲ್ಯಾಟಿನ್ ಲಿಪಿ
knm_00417_01787006668	ಸಾವಿರ ಅಡಿಗಳಲ್ಲಿ
knm_07221_00868270297	ಇದು ನಂಬಿಕೆಯು ಪಾಶ್ಚಿಮಾತ್ಯ ದೇಶಗಳಲ್ಲಿ ಪ್ರಬಲವಾಗಿ ಯೋಚನೆಯಾಗಿ ಮಾರ್ಪಟ್ಟಿತ್ತು
knm_07524_02069097739	ಚರ್ಮದಮೇಲೆ ಹಾಲು ಬಿದ್ದರೆ ಗಂದೆ ಮತ್ತು ಗುಳ್ಳೆಗಳಾಗುತ್ತದೆ.
knm_07918_00203147250	ಸರ್ಕಾರದ ಖಜಾನೆಯು ನಿಧಿಗಳನ್ನು ಬಳಕೆ ಮಾಡಿದೆ ಎಂಬುದಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ತಂಡಕ್ಕೆ ಯಾವುದೇ ಸಾಕ್ಷ್ಯವೂ ಕಂಡುಬಂದಿಲ್ಲ.
knm_00271_00433301650	ಎರಡು ಅಥವಾ ಹೆಚ್ಚು ಹೆದ್ದಾರಿಗಳು ಕೂಡುವ ಸ್ಥಳದಲ್ಲಿ ಎಡಭಾಗಕ್ಕೆ ಹೋಗಿ
knm_02533_01119256822	ನಿಮ್ಮ ಗಮ್ಯಸ್ಥಾನ ಎಡಕ್ಕಿದೆ.
knm_00811_00614392177	ಕರೆ ಹಾಗೂ ಎಲ್ಲಾ ಇನ್ನಿತರ ದತ್ತಗಳು ಇವೆ
knm_03197_00280804792	ಮುಂದೆ ಇವನು ಯುದ್ಧದಲ್ಲಿ ರಾವಣನ ಮಗ ನರಾಂತಕನನ್ನು ಕೊಲ್ಲುತ್ತಾನೆ.
knm_01114_01802580610	ನೈಸರ್ಗಿಕ ಸಂಪನ್ಮೂಲಗಳು ವೈವಿಧ್ಯತೆಯಿಂದ ಕೂಡಿರುವುದು
knm_00811_00400698885	ಕೂಸು ಹೆತ್ತವರನ್ನು ಗುರುತಿಸಲೂ ಅಪರಾಧದಲ್ಲಿ ರಕ್ತಕಲೆ ಯಾರದೆಂದು ನಿರ್ಧರಿಸಲೂ ರಕ್ತದ ಗುಂಪುಗಳು ನೆರವಾಗುತ್ತವೆ
knm_02352_00663265102	ವಸ್ತು ಮಾರುಕಟ್ಟೆಗಳಲ್ಲಿ ಅಗ್ಗದ ದರದಲ್ಲಿ ಲಭಿಸುತ್ತದೆ.
knm_00378_00674223712	ಮುಂದುವರೆಯುತ್ತಿರುವ ಮಾಪನ ಹಾಗು ಅರ್ಹತೆ ನಿರ್ಧಾರ
knm_07221_01457386202	ಈ ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳಲ್ಲದೆ
knm_09140_00611810904	ಸಸ್ಯಗಳ ಸಮರ್ಪಕವಾದ ಬೆಳೆವಣಿಗೆಗೆ ಹದವಾದ ಪೋಷಕಗಳ ಪುರೈಕೆ ಅಗತ್ಯ.
knm_00417_00913911492	ಆರುನೂರು ಅಡಿಗಳಲ್ಲಿ
knm_03197_01952134016	ಆಹಾರ ಭಂಡಾರ ಹೆಚ್ಚಾಗಿದ್ದು ಅಲ್ಬುಮಿನ್ ಎನ್ನುವ ಶ್ವೇತಭಾಗವು ಇವುಗಳಲ್ಲಿ ಇದೆ.
knm_00180_01240113716	ಅವರ ತಂದೆ ಪದಕ ದೂರ ಎಸೆದರು ಮತ್ತು ಸ್ಕೇಟಿಂಗ್ ಮರೆತು ಕ್ರಿಕೆಟ್ ಗಮನ ತಿಳಿಸಿದನು.
knm_01672_00118589040	ಇವರನ್ನು ಭಾರತ ಸರ್ಕಾರದ ಶ್ರೇಷ್ಠ ಕ್ರೀಡಾಪಟುವೆಂದು ಪರಿಗಣಿಸಿ ಎರಡು ಸಾವಿರದ ಎರಡು ಎರಡು ಸಾವಿರದ ಮೂರರರ ಸಾಲಿನ ಅರ್ಜುನ ಪ್ರಶಸ್ತಿ ನೀಡಿ ಗೌರವಿಸಿತ್ತು
knm_04526_01665661824	ಸಸ್ಯಗಳ ಸಮರ್ಪಕವಾದ ಬೆಳೆವಣಿಗೆಗೆ ಹದವಾದ ಪೋಷಕಗಳ ಪೂರೈಕೆ ಅಗತ್ಯ
knm_02533_00940900302	ಪಶ್ಚಿಮಕ್ಕೆ ಸಾಗಿ
knm_00417_00264281427	ಒಂದು ಮೈಲಿಯಲ್ಲಿ
knm_09140_01471917557	ಉದಾಹರಣೆಗಾಗಿ
knm_06500_01461934663	ಸಾಮಾನ್ಯವಾಗಿ ಈ ಕೆಳಕಂಡ ವ್ಯತ್ಯಾಸಗಳನ್ನು ಕಾಣ ಬಹುದಾಗಿದೆ.
knm_01114_02001782557	ಅಂತಃಕಲಹಗಳು ಒಂದೇ ದೇಶದ ಭಿನ್ನ ಗುಂಪುಗಳ ಮಧ್ಯೆ ರಾಜಕೀಯ ಶಕ್ತಿಗಾಗಿ ನಡೆಯುವ ಯುದ್ಧಗಳು
knm_02910_00999968809	ಅಹಂಕಾರ ನಮ್ಮ ಅಭಿಮಾನ
knm_02533_01323482502	ನಾನೂರು ಅಡಿಗಳಲ್ಲಿ
knm_02894_02135488282	ಈ ಅಡುಗೆಮನೆಯು ಆಹಾರಕ್ಕೆ ಶಾಖ ಒದಗಿಸುವ ಎರಡು ಸಾಧನಗಳನ್ನು
knm_04526_00346015701	ಒಟ್ಟಿನಲ್ಲಿ ಎರಡು ಪದರಗಳನ್ನು ಹಿಡಿದಿಟ್ಟಿರುವ ಅಂಟು ಶಕ್ತಿಯಲ್ಲಿ
knm_04992_01028356764	ಅಂತರಜಾಲ ಶಿಷ್ಟಾಚಾರ ಸಂಪುಟದ ಅಂತರಜಾಲ ಪದರದಲ್ಲಿ ಅಂತರಜಾಲ ಶಿಷ್ಟಾಚಾರವು ಪ್ರಮುಖ ವಿಧಾನವಾಗಿದೆ.
knm_02533_01399410371	ವೃತ್ತಾಕಾರವನ್ನು ನಮೂದಿಸಿ
knm_00271_01228413477	ಒಂದು ಕ್ಷಣವೂ ಒಂದೆಡೆಯಲ್ಲಿ ನಿಲ್ಲುವುದಿಲ್ಲ.
knm_04705_01628227203	ಕೊಳೆತ ದೇಹದ ಪರೀಕ್ಷೆಯಿಂದ ಮುಖ್ಯವಾದ ಒಳ ಅಂಗಗಳ ವರ್ಣನೆಯೇ ಇಲ್ಲದಂತಾಗಿದೆ.
knm_05066_01876074051	ರಚಿತವಾಗಬೇಕಿರುವ ವಿಷಯಸೂಚಿಗೆ ದಾಖಲೆಯ ಆಧಾರದ ಪ್ರಮಾಣ ಚೌಕಟ್ಟನ್ನು ರೂಪಿಸುವುದು
knm_04689_00865892331	ಕರುಳಿಗೆ ಸಂಬಂಧಿಸಿದ ಅಂಗಗಳು ವಪೆಯ ಹಲವಾರು ಭಾಗಗಳ ಮೂಲಕ ಅಂಡವಾಯುವಿಗೆ ಈಡಾಗಬಹುದು.
knm_06230_01864912052	ಬುಕ್ಕರಾಯನ ಕಾಲದಲ್ಲೂ ಇದೇ ಹೆಸರಿತ್ತು.
knm_08025_00933907511	ಶುಲ್ವಸೂತ್ರಗಳ ಕಾಲ ಕ್ರಿ.ಶ.ಸು.
knm_00180_01176144035	ಅದಲ್ಲದೇ ನೌರು ಕೂಡಾ ಸಾವಿರದ ಒಂಬೈನೂರ ಎಂಬತ್ತೆಂಟರಲ್ಲಿ ಪಕ್ಷಗಾರನಾಗಿತ್ತು.
knm_02352_00614087383	ಸೀಮಂತಗಳು 15, ಇವು ಅಸ್ಥಿಸಂಘಾತಗಳು.
knm_00574_01180471485	ಸಾವಿರ ಅಡಿಗಳಲ್ಲಿ
knm_05927_01151690206	ಅಂತರಿಕ್ಷವು ಅಪರಿಮಿತವಾಗಿದೆ
knm_07918_00983165629	ಇಲ್ಲಿ ರಚಿಸುವ ಮತ್ತು ಬರೆಯುವ ಕಾರ್ಯಯೋಜನೆಯು ಅಂಕ ಅಂಗೀಕೃತ ಪದ್ಧತಿಯಲ್ಲಿ ಬಳಸಿ ಏಳು ಹಂತದ ವಿಧಾನವಿದ್ಯಾರ್ಥಿಗಳು ಸರಿ ಅಲ್ಲ ಕೆಲಸ ಉತ್ತಮ ವಿರುದ್ಧ ಮಾದರಿಗಳು ನೋಡಲು ಹ್ಯಾವ್.
knm_01114_02103579283	ಆದರೆ ಗೋಡೆಯ ಮೇಲೆ ಜಾಗವಿರುವಷ್ಟು ಸ್ಥಳದಲ್ಲಿಯೇ ನಿದ್ರಿಸುವ ಚೀಲವನ್ನು ಕಟ್ಟಲಾಗಿರುತ್ತದೆ
knm_04689_01819127797	ಧಮನಿ
knm_04689_01307109105	ಆದರೆ ಸಾಮಾನ್ಯವಾಗಿ ಎಲ್ಲ ಕಾಲದಲ್ಲೂ ಎಲೆಗಳನ್ನು ಹೊಂದಿರುತ್ತದೆ.
knm_07918_00837734655	ಮರಳಿನ ನೆಲವಾಗಿದ್ದರೆ ನೀರು ಬಹುಬೇಗ ಇಂಗಿಹೋಗುತ್ತದೆ
knm_07524_01390912423	ಲೇಖಕರು ಟಿ_letter ಜಿ_letter ಶ್ರೀನಿಧಿ.
knm_04526_00957051470	ಮೊದಲು ಬಾಂಗ್ಲಾದೇಶ್ ಮತ್ತು ನಂತರ ಕೀನ್ಯಾ ಈ ಸ್ಥಾನಮಾನ ಗಳಿಸಿವೆ
knm_02894_00395745800	ಸಂಪೂರ್ಣ ವಿನ್ಯಾಸದಲ್ಲಿ ದ್ಯುತಿವಿದ್ಯುಜ್ಜನಕ ಸರಣಿಗಳು ಪ್ರತಿ ಸುತ್ತಿಗೆ ಲಂಬವಾಗಿದ್ದರೂ ಅನುಕೂಲಕ್ಕೆ ತಕ್ಕಂತೆ ಬಳಸಲಾಗುತ್ತದೆ
knm_01672_00061655935	ಅಲ್ಲಿಂದ ಮುಂದೆ ಇದೇ ರೂಪವೇ ಮುಂದುವರಿಯುತ್ತದೆ
knm_04689_00059469445	ಇದರಲ್ಲಿ ಪ್ರಮುಖವಾಗಿ ಕಾಣುವುದು ದ್ರವ ರೂಪದಲ್ಲಿರುವ ನೀರು.
knm_02533_01985768900	ಐನೂರು ಮೀಟರ್‌ಗಳಲ್ಲಿ
knm_02352_01526399836	ಈ ಸಂಸ್ಥೆ ತನ್ನ ಹನ್ನೆರಡು ವರ್ಷಗಳ ಅಸ್ತಿತ್ವದಲ್ಲಿ ಪ್ರಪಂಚದ ನಾನಾ ಭಾಗಗಳಲ್ಲಿ ಸಣ್ಣಪುಟ್ಟ ಗುಂಪುಗಳಾಗಿ ಚದುರಿಹೋಗಿದ್ದ ಕೂಲಿಗಾರರ ಸಂಸ್ಥೆಗಳನ್ನು ಅಂತಾರಾಷ್ಟ್ರೀಯ ಮಟ್ಟದಲ್ಲಿ ಒಂದುಗೂಡಿಸಿ ಬಲಪಡಿಸಿತು.
knm_00417_00904616895	ಎಡದಲ್ಲಿ ನಿರ್ಗಮಿಸಿ
knm_00271_01402346692	ಸರಿಯಾದ ಎಡ ಕ್ಕೆ
knm_07918_01522298454	ದೇವತಾ ವೈವಿಧ್ಯ ಉಪಪನ್ನವಾಗುತ್ತದೆ.
knm_04526_00949513980	ಆಗಾಗ್ಗೆ ದತ್ತಾಂಶಗಳೊಂದಿಗೆ ಪ್ರಕಟಗೊಳ್ಳುವ ವ್ಯಾಖ್ಯೆ ಮತ್ತು ಕ್ರಮದ ಕುರಿತು ಮೆಟಾಡೇಟಾವು ಮಾಹಿತಿಯನ್ನು ನೀಡುತ್ತವೆ
knm_00271_00579062597	ನಾನೂರು ಅಡಿಗಳಲ್ಲಿ
knm_03197_01649050204	ಈ ಕಾರಣಗಳಿಂದಾಗಿ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಕಾರ್ಟೆಲ್ಲುಗಳು ಅಪಕೀರ್ತಿಗೆ ಗುರಿಯಾದುವು.
knm_00811_01106075239	ಮಹಿಳೆಯರ ಈ ಪ್ರಗತಿಯನ್ನ ಗುರುತಿಸಿ ಈ ದಿನವನ್ನು ಅವರಿಗೆ ಅರ್ಪಿಸಲಾಗಿದೆ
knm_07221_00506821848	ಪ್ರತಿಯೊಂದು ಅಂಶವು ಭೌತಿಕವಾಗಿ ನಿಲ್ದಾಣದ ಭಾಗವಾಗಿರುವುದರಿಂದ ಇದು ಸಾಧ್ಯವಿಲ್ಲ.
knm_00378_00538525981	ಪರ್ಜನ್ಯ ಲೋಕದ ಚರಾಚರಗಳಿಗೆ ಸುಖಕರ.
knm_09877_01704860972	ಸಾಂಪ್ರದಾಯಿಕವಾಗಿ ವ್ಯಾಪಾರವು ಎರಡು ದೇಶದ ದ್ವಿಪಕ್ಷೀಯ ಒಡಂಬಡಿಕೆಮೂಲಕ ನಿಯಂತ್ರಿಸಲಾಗುತ್ತದೆ.
knm_06788_00422065285	ವ್ಯಾಪಾರ ಅಥವಾ ಉತ್ಪಾದನಾ ವ್ಯಾಪಾರದ ಚಕ್ರ ಸಿದ್ಧಾಂತ
knm_06230_00188485789	ಮೀಸಲು ಪಡೆ
knm_02894_00728020701	ತಂದೆಗೆ ಎದುರುಬಿದ್ದು
knm_06230_01693394561	ಈ ಭಾಗ ನೀರಿನಲ್ಲಿ ಮುಳುಗುವುದಕ್ಕೂ ಈ ಭಂಡಾರದ ಭಾರವೇ ಕಾರಣ.
knm_02533_00179362589	ಮುಕ್ಕಾಲು ಮೈಲಿಯಲ್ಲಿ
knm_07524_01255863827	ಪ್ರಮುಖವಾದವುಗಳು ಈ ಕೆಳಕಂಡಂತಿವೆ.
knm_07221_01853495992	ಅಂತರ್ಜಲ ಭೂಮಿಯ ಒಳಗೆ ಶೇಖರವಾಗಿರುವ ಜಲ.
knm_06230_00893746998	ಉತ್ಪಾದನೀಯ ಅಂಶಗಳನ್ನು ಆಮದುಮಾಡಿಕೊಳ್ಳುವುದರ ಬದಲು ವಿನಿಮಯ ಮಾಡಿಕೊಳ್ಳಬಹುದು
knm_00271_01546428472	ಈ ಪ್ರಶ್ನೆ ಮೊಟ್ಟಮೊದಲಿಗೆ ಚರ್ಚೆಗೆ ಬಂದದ್ದು ಸಾವಿರದೊಂಬೈನೂರ ಮೂರರ ಆಂಸ್ಟರ್ಡ್ಯಾಮ್ ಸಮ್ಮೇಳನದಲ್ಲಿ
knm_00271_00937074296	ನಿಮ್ಮ ಗಮ್ಯಸ್ಥಾನ ಬಲಭಾಗದಲ್ಲಿರುತ್ತದೆ.
knm_04992_00089836128	ಒಂದು ಸಹಜವಾದುದು; ಅದಕ್ಕೆ ಯಾವ ವಿಧವಾದ ಮುಂದಾಲೋಚನೆಯ ಆಧಾರವಿರಬೇಕಾದ್ದಿಲ್ಲ.
knm_03197_01708719204	ಇದು ಸಂಪರ್ಕ ಸಾದನ
knm_00378_02014240376	ಪರಮಾಣುಶಕ್ತಿಯನ್ನು ಉತ್ಪಾದಿಸಲು ಈ ನಿಯೋಗದಿಂದ ಆರ್ಥಿಕ ನೆರವನ್ನು ಪಡೆದ ಯಾವ ರಾಷ್ಟ್ರವಾಗಲಿ ತಾನು ಉತ್ಪಾದಿಸಿದ ಪರಮಾಣು ಶಕ್ತಿಯನ್ನು ಯುದ್ಧೋದ್ಯಮಗಳಿಗೆ ಬಳಸಿಕೊಳ್ಳದಂತೆ ನೋಡಿಕೊಳ್ಳಲು ಇಟ್ಟುಕೊಂಡಿದೆ.
knm_06984_00534321228	ಸಂಗತವಾದ ಹಾರ್ಮೋನುಗಳು ಅಥವಾ ಚಯಾಪಚಯ ಕ್ರಿಯೆಯ ಉತ್ಪನ್ನಗಳ ಬದಲಾವಣೆಗಳನ್ನು ಅಳೆದು ನಿರ್ಣಯಿಸಲು ರಕ್ತದ ಮಾದರಿಯನ್ನು ನಂತರ ತೆಗೆದುಕೊಳ್ಳಲಾಗುತ್ತದೆ.
knm_04705_00706054621	ಚಿತ್ರವನ್ನು ಕೆಲವೊಮ್ಮೆ ವಾರ್ನಿಷ್ ಅಥವಾ ಕೆಲವು ಇತರ ಮುದ್ರಕಗಳನ್ನು ರಕ್ಷಣೆಯಾಗಿ ಲೇಪನ ಮಾಡಲಾಗುತ್ತದೆ.
knm_02910_01922241231	ಶಿಕ್ಷಣ ಔಷಧಿ ಸೇತುವೆ ನಿರ್ಮಾಣದ ಮೂಲಕ ಸಂಭವಿಸಿದೆ ಗುಣಮಟ್ಟದ ಬೆಳವಣಿಗೆಯ ರೇಟಿಂಗ್ಸ್.
knm_02894_00846050846	ಉತ್ಪಾದನೆ ಮತ್ತು ವೆಚ್ಚ, ಈ ಅಂಶವೂ ಕೂಡ ಅಂತರಾಷ್ಟ್ರೀಯ ವ್ಯವಹಾರಕ್ಕೆ ಕಾರಣವಾಗಿದೆ.
knm_09140_00783401280	ಪೂನಾ ವಿಭಾಗದಲ್ಲಿ ಮಾತ್ರ ಫಸಲಿನ ಸ್ವಲ್ಪ ಭಾಗವನ್ನು ಒಣಗಿಸುತ್ತಾರೆ.
knm_01114_01771843989	ಸಮುದ್ರಮಟ್ಟಕ್ಕೆ ಸಾವಿರದ ಇಪ್ಪತ್ತು ಮೀಟರ್ ಎತ್ತರದಲ್ಲಿ ನೂರೈವತ್ತು ಮೀಟರ್ ಎತ್ತರವಿರುವ ಕಲ್ಲುಬಂಡೆಗಳ ಬೆಟ್ಟದ ಮೇಲಿದೆ
